objective,learning_rate,n_estimators,max_depth,min_child_weight,gamma,subsample,nthread,scale_pos_weight,lambda,eta,verbosity,eval_metric,seed,max_delta_step,sampling_method,colsample_bytree,colsample_bylevel,colsample_bynode,gpu_id,tree_method,max_leaves,num_parallel_tree,roc_auc
binary:logistic,0.9400000000000001,80,17,11.04594330400782,0.0,0.4666666666666667,5,0.5909090909090909,47.116324535679375,0.1,1,auc,22,9.37007874015748,gradient_based,0.3333333333333333,0.3333333333333333,0.9333333333333333,0,gpu_hist,0,13,0.9983622666229938
binary:logistic,0.64,51,6,88.26979472140762,0.06666666666666667,0.9333333333333333,5,0.5909090909090909,55.718475073313776,0.1,1,auc,76,4.645669291338582,uniform,0.8666666666666667,0.4,1.0,0,gpu_hist,15,5,0.5
binary:logistic,0.7,100,20,81.72043010752688,0.26666666666666666,0.06666666666666667,5,0.5909090909090909,6.158357771260997,0.001,1,auc,35,5.354330708661418,gradient_based,0.3333333333333333,0.6666666666666666,0.6,0,gpu_hist,8,6,0.5
binary:logistic,1.0,31,9,66.56891495601172,0.5333333333333333,0.5333333333333333,5,0.5909090909090909,97.26295210166178,0.1,1,auc,100,5.039370078740157,uniform,1.0,0.0,0.3333333333333333,0,gpu_hist,19,23,0.5
binary:logistic,0.7599999999999999,38,20,6.744868035190615,0.5333333333333333,0.8666666666666667,5,0.5909090909090909,51.90615835777126,0.01,1,auc,100,0.8661417322834646,uniform,0.5333333333333333,0.8,0.9333333333333333,0,gpu_hist,18,25,0.9967245332459876
binary:logistic,0.33999999999999997,100,4,81.32942326490713,1.0,0.4,5,0.5909090909090909,29.814271749755623,0.001,1,auc,100,3.3070866141732287,uniform,0.06666666666666667,0.6,0.6,0,gpu_hist,13,24,0.5
binary:logistic,0.8200000000000001,17,14,23.75366568914956,0.9333333333333333,0.8,5,0.5909090909090909,87.87878787878788,0.0001,1,auc,82,8.11023622047244,gradient_based,0.13333333333333333,0.4666666666666667,0.4666666666666667,0,gpu_hist,8,10,0.9977071732721913
binary:logistic,0.4,47,20,19.159335288367547,0.4666666666666667,0.7333333333333333,5,0.5909090909090909,64.613880742913,0.0001,1,auc,25,7.795275590551181,uniform,0.6666666666666666,0.8,0.2,0,gpu_hist,29,27,0.9980347199475925
binary:logistic,0.64,45,20,75.65982404692082,0.06666666666666667,1.0,5,0.5909090909090909,46.138807429130004,0.1,1,auc,100,8.89763779527559,gradient_based,0.8666666666666667,0.6,0.6,0,gpu_hist,30,12,0.5
binary:logistic,0.1,50,20,65.49364613880742,0.7333333333333333,1.0,5,0.5909090909090909,80.84066471163244,0.1,1,auc,100,2.3622047244094486,uniform,0.13333333333333333,0.4666666666666667,0.3333333333333333,0,gpu_hist,18,21,0.5
binary:logistic,0.22,67,9,26.97947214076246,0.9333333333333333,0.13333333333333333,5,0.5909090909090909,19.745845552297165,0.01,1,auc,48,5.905511811023621,gradient_based,0.6666666666666666,0.7333333333333333,0.6,0,gpu_hist,20,4,0.99737962659679
binary:logistic,0.1,37,20,29.32551319648094,1.0,0.7333333333333333,5,0.5909090909090909,42.32649071358749,0.0001,1,auc,40,0.5511811023622047,gradient_based,0.4666666666666667,0.0,0.6666666666666666,0,gpu_hist,22,12,0.9970520799213888
binary:logistic,0.1,9,9,12.316715542521994,0.8666666666666667,0.9333333333333333,5,0.5909090909090909,3.6168132942326494,0.001,1,auc,10,1.4173228346456692,gradient_based,0.6,0.3333333333333333,0.6,0,gpu_hist,17,23,0.9980347199475926
binary:logistic,0.4600000000000001,100,20,42.52199413489736,0.26666666666666666,0.26666666666666666,5,0.5909090909090909,11.04594330400782,0.0001,1,auc,25,1.1811023622047243,uniform,0.4,0.3333333333333333,0.06666666666666667,0,gpu_hist,11,26,0.5
binary:logistic,0.16,56,20,47.31182795698925,0.6666666666666666,0.26666666666666666,5,0.5909090909090909,66.08015640273705,0.1,1,auc,73,2.5196850393700787,uniform,0.2,0.4,0.3333333333333333,0,gpu_hist,30,30,0.5
binary:logistic,0.9400000000000001,52,14,17.98631476050831,0.26666666666666666,0.9333333333333333,5,0.5909090909090909,90.22482893450635,0.01,1,auc,29,0.6299212598425197,gradient_based,0.13333333333333333,0.13333333333333333,0.4666666666666667,0,gpu_hist,20,16,0.998689813298395
binary:logistic,0.1,100,16,64.12512218963832,0.06666666666666667,0.6,5,0.5909090909090909,33.235581622678396,0.0001,1,auc,46,3.0708661417322833,gradient_based,0.26666666666666666,0.8,1.0,0,gpu_hist,4,3,0.5
binary:logistic,0.7,14,10,72.43401759530792,0.8,0.7333333333333333,5,0.5909090909090909,71.74975562072336,0.1,1,auc,20,7.716535433070866,uniform,0.6666666666666666,0.13333333333333333,0.4,0,gpu_hist,20,15,0.5
binary:logistic,0.8200000000000001,70,14,18.7683284457478,0.06666666666666667,0.9333333333333333,5,0.5909090909090909,54.154447702834794,0.001,1,auc,100,8.503937007874017,gradient_based,0.4666666666666667,1.0,0.0,0,gpu_hist,30,26,0.998689813298395
binary:logistic,0.88,100,3,28.641251221896386,0.13333333333333333,1.0,5,0.5909090909090909,30.889540566959923,0.001,1,auc,64,9.763779527559056,gradient_based,0.0,0.6666666666666666,0.7333333333333333,0,gpu_hist,21,18,0.9957418932197838
binary:logistic,0.22,42,10,16.52003910068426,0.3333333333333333,0.8666666666666667,5,0.5909090909090909,33.724340175953074,0.1,1,auc,64,7.480314960629921,uniform,0.0,0.6,0.8666666666666667,0,gpu_hist,21,29,0.9983622666229938
binary:logistic,0.28,15,6,83.28445747800586,0.3333333333333333,0.4666666666666667,5,0.5909090909090909,98.63147605083088,0.1,1,auc,100,4.094488188976378,uniform,0.8666666666666667,0.2,1.0,0,gpu_hist,24,7,0.5
binary:logistic,1.0,21,20,53.17693059628543,0.6,0.9333333333333333,5,0.5909090909090909,22.678396871945257,0.001,1,auc,23,9.05511811023622,uniform,0.4,0.0,0.5333333333333333,0,gpu_hist,18,25,0.5
binary:logistic,0.7599999999999999,77,10,71.5542521994135,0.2,0.5333333333333333,5,0.5909090909090909,18.084066471163247,0.1,1,auc,100,8.740157480314961,uniform,0.4,0.6,0.26666666666666666,0,gpu_hist,1,14,0.5
binary:logistic,0.52,100,17,20.918866080156402,0.4666666666666667,0.5333333333333333,5,0.5909090909090909,71.16324535679375,0.01,1,auc,73,1.8110236220472442,gradient_based,0.3333333333333333,0.4,0.5333333333333333,0,gpu_hist,29,27,0.9977071732721913
binary:logistic,0.7,51,20,72.23851417399804,0.9333333333333333,0.6666666666666666,5,0.5909090909090909,56.89149560117303,0.001,1,auc,70,5.8267716535433065,gradient_based,0.2,0.4,0.8666666666666667,0,gpu_hist,6,20,0.5
binary:logistic,0.16,62,20,27.077223851417397,0.2,0.13333333333333333,5,0.5909090909090909,16.03128054740958,0.1,1,auc,96,6.692913385826772,uniform,1.0,1.0,0.4666666666666667,0,gpu_hist,18,4,0.5
binary:logistic,0.16,76,20,78.2991202346041,0.6666666666666666,0.06666666666666667,5,0.5909090909090909,91.39784946236558,0.1,1,auc,21,0.8661417322834646,uniform,0.3333333333333333,0.2,0.6,0,gpu_hist,16,20,0.5
binary:logistic,0.52,79,6,9.481915933528837,0.26666666666666666,0.13333333333333333,5,0.5909090909090909,41.935483870967744,0.0001,1,auc,100,4.251968503937008,uniform,0.9333333333333333,0.8,0.8,0,gpu_hist,8,7,0.5
binary:logistic,0.4600000000000001,33,16,13.098729227761485,0.6,0.13333333333333333,5,0.5909090909090909,63.147605083088955,0.1,1,auc,28,7.4015748031496065,gradient_based,0.2,0.6666666666666666,0.9333333333333333,0,gpu_hist,23,27,0.998689813298395
binary:logistic,0.52,34,19,67.25317693059628,0.26666666666666666,0.2,5,0.5909090909090909,34.21309872922776,0.01,1,auc,11,3.858267716535433,uniform,0.4666666666666667,0.13333333333333333,0.7333333333333333,0,gpu_hist,9,2,0.5
binary:logistic,0.28,100,3,74.29130009775172,0.06666666666666667,0.5333333333333333,5,0.5909090909090909,98.24046920821115,0.001,1,auc,33,8.582677165354331,gradient_based,0.7333333333333333,0.8,0.5333333333333333,0,gpu_hist,7,25,0.5
binary:logistic,0.88,85,7,60.117302052785924,0.0,0.4666666666666667,5,0.5909090909090909,38.6119257086999,0.01,1,auc,27,3.6220472440944884,gradient_based,0.06666666666666667,1.0,0.9333333333333333,0,gpu_hist,1,29,0.5
binary:logistic,1.0,100,20,82.01368523949169,0.8,0.8666666666666667,5,0.5909090909090909,87.48778103616813,0.01,1,auc,29,2.5196850393700787,uniform,0.6666666666666666,0.13333333333333333,0.06666666666666667,0,gpu_hist,22,13,0.5
binary:logistic,0.7599999999999999,100,20,15.347018572825025,0.8,0.26666666666666666,5,0.5909090909090909,65.39589442815249,0.01,1,auc,76,7.952755905511811,uniform,0.2,0.2,0.2,0,gpu_hist,1,11,0.5
binary:logistic,0.58,98,10,56.98924731182796,0.0,0.8,5,0.5909090909090909,69.20821114369502,0.0001,1,auc,14,4.251968503937008,gradient_based,0.26666666666666666,0.4,0.9333333333333333,0,gpu_hist,30,3,0.5
binary:logistic,0.33999999999999997,100,18,66.08015640273705,0.26666666666666666,0.3333333333333333,5,0.5909090909090909,31.573802541544477,0.1,1,auc,100,9.291338582677165,uniform,0.4,0.5333333333333333,0.3333333333333333,0,gpu_hist,18,30,0.5
binary:logistic,0.4,86,12,21.21212121212121,0.2,0.5333333333333333,5,0.5909090909090909,90.32258064516128,0.1,1,auc,100,0.6299212598425197,uniform,0.6666666666666666,0.4666666666666667,0.7333333333333333,0,gpu_hist,23,10,0.996069439895185
binary:logistic,0.16,100,17,84.26197458455523,0.13333333333333333,0.5333333333333333,5,0.5909090909090909,64.613880742913,0.0001,1,auc,77,6.299212598425196,uniform,0.0,0.0,0.4666666666666667,0,gpu_hist,19,13,0.5
binary:logistic,1.0,30,20,53.3724340175953,0.6666666666666666,0.6,5,0.5909090909090909,52.49266862170088,0.001,1,auc,86,5.984251968503937,uniform,0.5333333333333333,0.7333333333333333,0.8666666666666667,0,gpu_hist,28,9,0.5
binary:logistic,0.4,60,20,67.44868035190615,0.8,0.7333333333333333,5,0.5909090909090909,43.499511241446726,0.1,1,auc,45,3.3858267716535435,uniform,0.06666666666666667,0.4,0.6,0,gpu_hist,18,12,0.5
binary:logistic,0.16,78,13,9.579667644183774,0.9333333333333333,0.8666666666666667,5,0.5909090909090909,97.94721407624634,0.0001,1,auc,100,6.377952755905511,gradient_based,1.0,0.9333333333333333,0.6666666666666666,0,gpu_hist,18,22,0.99475925319358
binary:logistic,0.33999999999999997,64,6,60.215053763440864,0.8,1.0,5,0.5909090909090909,6.647116324535679,0.1,1,auc,66,4.015748031496063,gradient_based,0.4666666666666667,0.3333333333333333,0.06666666666666667,0,gpu_hist,22,29,0.5
binary:logistic,0.7,30,20,25.61094819159335,0.06666666666666667,0.3333333333333333,5,0.5909090909090909,45.552297165200386,0.001,1,auc,54,1.889763779527559,gradient_based,0.13333333333333333,0.0,0.8666666666666667,0,gpu_hist,14,3,0.9990173599737963
binary:logistic,0.4600000000000001,100,7,12.609970674486803,0.6666666666666666,0.6,5,0.5909090909090909,39.784946236559136,0.0001,1,auc,98,4.645669291338582,gradient_based,0.7333333333333333,0.5333333333333333,0.26666666666666666,0,gpu_hist,18,16,0.9983622666229938
binary:logistic,0.22,100,16,46.62756598240469,0.4,0.4,5,0.5909090909090909,17.49755620723363,0.1,1,auc,27,4.330708661417323,uniform,0.4,0.13333333333333333,1.0,0,gpu_hist,1,7,0.5
binary:logistic,0.52,39,8,71.74975562072336,0.9333333333333333,0.6,5,0.5909090909090909,22.971652003910066,0.001,1,auc,84,0.07874015748031496,gradient_based,1.0,0.26666666666666666,1.0,0,gpu_hist,30,1,0.5
binary:logistic,0.7,12,3,18.27956989247312,0.13333333333333333,0.0,5,0.5909090909090909,90.71358748778103,0.01,1,auc,25,2.8346456692913384,uniform,0.6666666666666666,0.26666666666666666,0.13333333333333333,0,gpu_hist,23,17,0.5
binary:logistic,1.0,100,20,58.162267839687196,0.4,0.4,5,0.5909090909090909,77.32160312805473,0.001,1,auc,100,8.976377952755906,gradient_based,0.6666666666666666,0.26666666666666666,0.6,0,gpu_hist,18,2,0.5
binary:logistic,0.7,31,20,85.43499511241447,0.0,0.13333333333333333,5,0.5909090909090909,94.6236559139785,0.001,1,auc,16,8.818897637795276,gradient_based,0.06666666666666667,0.7333333333333333,0.06666666666666667,0,gpu_hist,10,4,0.5
binary:logistic,0.1,87,20,86.90127077223852,0.13333333333333333,0.4,5,0.5909090909090909,22.971652003910066,0.001,1,auc,80,0.07874015748031496,gradient_based,0.5333333333333333,0.06666666666666667,0.5333333333333333,0,gpu_hist,6,13,0.5
binary:logistic,0.58,31,18,35.386119257087,0.8666666666666667,0.8666666666666667,5,0.5909090909090909,76.34408602150538,0.1,1,auc,40,9.685039370078739,gradient_based,0.8666666666666667,0.4,0.8,0,gpu_hist,26,16,0.9944317065181787
binary:logistic,1.0,100,1,75.0733137829912,0.0,0.13333333333333333,5,0.5909090909090909,31.76930596285435,0.1,1,auc,100,4.094488188976378,gradient_based,0.13333333333333333,0.2,0.4666666666666667,0,gpu_hist,17,7,0.5
binary:logistic,0.52,100,13,43.988269794721404,1.0,0.26666666666666666,5,0.5909090909090909,86.41251221896383,0.1,1,auc,49,5.905511811023621,uniform,0.6666666666666666,0.3333333333333333,0.6,0,gpu_hist,11,11,0.5
binary:logistic,0.1,82,16,94.81915933528838,0.6666666666666666,0.4666666666666667,5,0.5909090909090909,19.550342130987293,0.1,1,auc,97,0.5511811023622047,gradient_based,0.5333333333333333,0.13333333333333333,0.06666666666666667,0,gpu_hist,5,20,0.5
binary:logistic,0.28,100,2,8.993157380254155,0.26666666666666666,0.06666666666666667,5,0.5909090909090909,42.22873900293255,0.1,1,auc,11,9.05511811023622,gradient_based,0.8,0.5333333333333333,0.7333333333333333,0,gpu_hist,30,2,0.9993449066491975
binary:logistic,0.4600000000000001,46,6,6.35386119257087,0.8,0.0,5,0.5909090909090909,36.950146627565985,0.1,1,auc,84,9.05511811023622,gradient_based,0.6666666666666666,0.0,0.06666666666666667,0,gpu_hist,9,29,0.9970520799213888
binary:logistic,0.4,79,11,68.23069403714564,0.3333333333333333,0.5333333333333333,5,0.5909090909090909,43.01075268817204,0.01,1,auc,100,4.724409448818897,uniform,0.8,0.6,0.2,0,gpu_hist,11,30,0.5
binary:logistic,0.52,71,3,52.68817204301075,0.3333333333333333,0.2,5,0.5909090909090909,50.733137829912025,0.1,1,auc,100,3.543307086614173,uniform,0.8,0.4666666666666667,0.2,0,gpu_hist,16,4,0.5
binary:logistic,0.28,45,20,48.87585532746823,0.6,0.4,5,0.5909090909090909,84.65298142717498,0.01,1,auc,100,0.07874015748031496,uniform,0.8,0.3333333333333333,0.6666666666666666,0,gpu_hist,14,26,0.5
binary:logistic,0.16,90,20,41.44672531769306,0.6,0.4666666666666667,5,0.5909090909090909,65.20039100684262,0.1,1,auc,100,0.0,gradient_based,0.2,0.5333333333333333,0.7333333333333333,0,gpu_hist,21,5,0.9934490664919752
binary:logistic,0.64,73,20,47.214076246334315,0.8,0.4,5,0.5909090909090909,42.13098729227762,0.01,1,auc,100,7.244094488188977,uniform,0.4,0.26666666666666666,0.6666666666666666,0,gpu_hist,16,13,0.5
binary:logistic,0.16,100,20,5.278592375366569,0.26666666666666666,0.6666666666666666,5,0.5909090909090909,48.87585532746823,0.001,1,auc,89,8.11023622047244,gradient_based,0.6,1.0,0.7333333333333333,0,gpu_hist,12,9,0.9944317065181788
binary:logistic,0.22,100,20,99.41348973607037,0.8,0.6666666666666666,5,0.5909090909090909,63.44086021505376,0.01,1,auc,15,7.4015748031496065,uniform,0.7333333333333333,0.5333333333333333,0.06666666666666667,0,gpu_hist,17,28,0.5
binary:logistic,0.16,10,5,4.789833822091887,0.8,0.9333333333333333,5,0.5909090909090909,31.378299120234605,0.0001,1,auc,34,8.4251968503937,gradient_based,0.8,0.8666666666666667,0.7333333333333333,0,gpu_hist,0,2,0.9898460530625615
binary:logistic,0.4,48,10,96.87194525904204,0.8,0.0,5,0.5909090909090909,6.940371456500488,0.0001,1,auc,63,8.188976377952756,gradient_based,0.4666666666666667,0.5333333333333333,0.9333333333333333,0,gpu_hist,10,29,0.5
binary:logistic,0.52,100,8,81.23167155425219,0.9333333333333333,0.0,5,0.5909090909090909,15.835777126099707,0.001,1,auc,80,8.740157480314961,uniform,0.7333333333333333,0.7333333333333333,0.06666666666666667,0,gpu_hist,28,5,0.5
binary:logistic,0.8200000000000001,89,2,41.935483870967744,0.6666666666666666,0.0,5,0.5909090909090909,73.80254154447702,0.001,1,auc,66,6.929133858267717,uniform,1.0,0.9333333333333333,0.0,0,gpu_hist,28,25,0.5
binary:logistic,0.16,100,2,69.59921798631477,0.6,0.6,5,0.5909090909090909,23.069403714565002,0.01,1,auc,66,6.141732283464567,uniform,0.5333333333333333,0.4666666666666667,0.5333333333333333,0,gpu_hist,8,7,0.5
binary:logistic,0.28,88,14,24.04692082111437,1.0,0.26666666666666666,5,0.5909090909090909,54.54545454545454,0.001,1,auc,100,4.173228346456693,uniform,0.26666666666666666,0.5333333333333333,0.5333333333333333,0,gpu_hist,21,30,0.5
binary:logistic,0.64,29,10,20.918866080156402,0.6,0.3333333333333333,5,0.5909090909090909,22.482893450635384,0.01,1,auc,100,9.05511811023622,uniform,0.3333333333333333,0.3333333333333333,0.06666666666666667,0,gpu_hist,16,13,0.5
binary:logistic,0.16,100,9,61.58357771260997,0.8,0.26666666666666666,5,0.5909090909090909,77.81036168132943,0.0001,1,auc,99,4.409448818897638,gradient_based,0.4666666666666667,0.26666666666666666,0.2,0,gpu_hist,15,9,0.5
binary:logistic,0.4,13,14,91.78885630498533,0.9333333333333333,0.7333333333333333,5,0.5909090909090909,26.295210166177906,0.0001,1,auc,47,0.07874015748031496,uniform,0.3333333333333333,0.9333333333333333,0.8666666666666667,0,gpu_hist,3,9,0.5
binary:logistic,0.22,100,9,9.872922776148583,0.8,0.0,5,0.5909090909090909,86.70576735092864,0.1,1,auc,56,9.05511811023622,uniform,0.13333333333333333,0.7333333333333333,0.3333333333333333,0,gpu_hist,23,28,0.5
binary:logistic,0.22,86,20,9.775171065493646,1.0,0.6666666666666666,5,0.5909090909090909,86.80351906158357,0.01,1,auc,44,8.26771653543307,uniform,0.4,0.8,0.2,0,gpu_hist,27,29,0.9983622666229938
binary:logistic,0.7599999999999999,60,20,50.635386119257085,0.4,0.9333333333333333,5,0.5909090909090909,8.113391984359726,0.01,1,auc,91,9.133858267716535,uniform,0.8,0.8,0.0,0,gpu_hist,1,22,0.5
binary:logistic,0.8200000000000001,100,13,91.49560117302052,0.8,0.4666666666666667,5,0.5909090909090909,16.422287390029325,0.01,1,auc,92,3.3858267716535435,gradient_based,0.7333333333333333,0.9333333333333333,0.6666666666666666,0,gpu_hist,28,21,0.5
binary:logistic,0.88,100,20,64.12512218963832,0.3333333333333333,0.6666666666666666,5,0.5909090909090909,19.35483870967742,0.01,1,auc,44,1.4960629921259843,gradient_based,0.0,0.26666666666666666,0.9333333333333333,0,gpu_hist,23,2,0.5
binary:logistic,0.8200000000000001,68,7,1.270772238514174,0.8666666666666667,1.0,5,0.5909090909090909,10.068426197458455,0.001,1,auc,31,8.346456692913385,uniform,0.3333333333333333,0.2,0.8,0,gpu_hist,12,16,0.99475925319358
binary:logistic,0.22,58,20,23.655913978494624,0.2,0.13333333333333333,5,0.5909090909090909,31.378299120234605,0.0001,1,auc,19,0.9448818897637795,uniform,0.9333333333333333,0.4666666666666667,0.13333333333333333,0,gpu_hist,11,14,0.5
binary:logistic,0.9400000000000001,90,14,68.23069403714564,0.4,1.0,5,0.5909090909090909,69.30596285434996,0.001,1,auc,100,2.9921259842519685,gradient_based,0.0,0.6,0.8,0,gpu_hist,15,27,0.5
binary:logistic,0.88,37,5,43.10850439882698,0.8666666666666667,0.5333333333333333,5,0.5909090909090909,64.22287390029325,0.001,1,auc,100,6.614173228346457,gradient_based,0.2,0.0,0.5333333333333333,0,gpu_hist,9,6,0.9790370127743203
binary:logistic,0.52,69,12,72.33626588465299,0.0,0.4,5,0.5909090909090909,61.779081133919846,0.001,1,auc,23,2.8346456692913384,gradient_based,0.5333333333333333,0.6,0.4666666666666667,0,gpu_hist,4,3,0.5
binary:logistic,1.0,70,20,12.41446725317693,0.4666666666666667,0.06666666666666667,5,0.5909090909090909,45.45454545454545,0.1,1,auc,72,2.9921259842519685,uniform,0.2,0.4,0.0,0,gpu_hist,6,18,0.5
binary:logistic,0.22,100,13,64.51612903225806,0.6,0.8,5,0.5909090909090909,47.40957966764419,0.001,1,auc,28,8.976377952755906,gradient_based,0.5333333333333333,0.6,1.0,0,gpu_hist,26,22,0.5
binary:logistic,0.1,93,11,29.03225806451613,0.4666666666666667,0.6,5,0.5909090909090909,0.2932551319648094,0.1,1,auc,25,0.39370078740157477,gradient_based,0.26666666666666666,0.7333333333333333,0.7333333333333333,0,gpu_hist,5,1,0.9962332132328856
binary:logistic,1.0,28,17,54.83870967741935,0.5333333333333333,0.9333333333333333,5,0.5909090909090909,40.86021505376344,0.1,1,auc,47,3.3858267716535435,uniform,0.9333333333333333,0.6,0.4,0,gpu_hist,12,8,0.5
binary:logistic,0.7599999999999999,100,5,45.650048875855326,0.26666666666666666,0.13333333333333333,5,0.5909090909090909,32.25806451612903,0.0001,1,auc,100,3.543307086614173,uniform,0.13333333333333333,0.4666666666666667,0.8,0,gpu_hist,25,23,0.5
binary:logistic,0.7599999999999999,100,20,1.3685239491691104,0.26666666666666666,1.0,5,0.5909090909090909,47.50733137829912,0.1,1,auc,64,9.52755905511811,uniform,0.6666666666666666,0.5333333333333333,0.8666666666666667,0,gpu_hist,3,30,0.9921388797903702
binary:logistic,0.9400000000000001,18,16,98.9247311827957,0.5333333333333333,0.0,5,0.5909090909090909,41.935483870967744,0.001,1,auc,100,7.322834645669292,gradient_based,0.26666666666666666,0.6,0.8,0,gpu_hist,20,11,0.5
binary:logistic,0.58,81,20,88.85630498533725,0.7333333333333333,0.5333333333333333,5,0.5909090909090909,50.43988269794721,0.01,1,auc,67,10.0,gradient_based,0.4666666666666667,0.13333333333333333,0.13333333333333333,0,gpu_hist,6,24,0.5
binary:logistic,0.52,62,4,96.67644183773217,0.2,0.6,5,0.5909090909090909,37.5366568914956,0.0001,1,auc,57,1.4173228346456692,uniform,0.4,0.13333333333333333,0.0,0,gpu_hist,17,3,0.5
binary:logistic,0.4600000000000001,13,20,28.934506353861195,1.0,0.6666666666666666,5,0.5909090909090909,88.95405669599218,0.0001,1,auc,100,3.3070866141732287,gradient_based,0.26666666666666666,0.0,1.0,0,gpu_hist,1,15,0.5
